"","Time","GDP_2011","Ex_2011","Im_2011","Inv_current","Inv_index","Budget_in","Tax_pi","Tax_ndfl","Tax_nds","Tax_ndpi","Insurance","Budget_out","Out_general","Out_defense","Out_economy","Out_educ","Out_soc","Brent","IPC","Budget_in_r","Tax_pi_r","Tax_ndfl_r","Tax_nds_r","Tax_ndpi_r","Insurance_r","Budget_out_r","Out_general_r","Out_defense_r","Out_economy_r","Out_educ_r","Out_soc_r","INDEXDefl"
"29","2010q04",15827.4197523123,4436.75459020441,2810.68997908503,3585.2,225.7,4296508077961.49,432317541773.79,548981235385.68,348772419789.29,381066654858.94,622692380430.29,5991244847724.41,474997323856.59,494866666107.24,985025831942.38,657369273039.74,1741220600505.46,84.355,1.02418344,4461430193603.27,448912116327.043,570053963551.107,362160102136.31,395693956327.832,646594522102.349,6221219691873.53,493230168332.418,513862198305.5,1022836198225.41,682602492505.5,1808057617921.39,96.3033801161286
"30","2011q01",13386.1,3971.6,2480.1,1422,87.4,4392490350781.1,560800987070.88,398327805579.86,431185397258.39,440575116176.35,728537836865.18,3575447819781.02,231606933300.3,262339336837.4,347702456692.08,374747462520.15,1419103464219.48,109.943333333333,1.038385152,4392490350781.1,560800987070.88,398327805579.86,431185397258.39,440575116176.35,728537836865.18,3575447819781.02,231606933300.3,262339336837.4,347702456692.08,374747462520.15,1419103464219.48,100
"31","2011q02",14487.8,4293.3,3082,2306,140.6,5492610675346.2,691353193470.8,487395862368.59,457980642897.16,523043002223.19,950730195962.39,4563272001794.26,320423969793.93,362679851384.29,551522037295.56,595311074412.43,1581216367660.87,111.393333333333,1.01103804,5432644923376.18,683805322963.714,482074702519.195,452980624643.124,517332663589.186,940350568770.281,4513452334389.18,316925730899.235,358720282556.619,545500777889.188,588811746798.795,1563953387610.29,101.103804
"32","2011q03",15764.6,4133.9,3207.3,2854.1,169.6,5285674870229.23,520565684252.41,492821568461.31,451906311296.59,515754871881.01,884991874583.3,4606686357012.4,317928115168.91,283405056000.68,620874323875.85,442469073768.19,1616998688518.57,108.926666666667,0.998,5238445236975.76,515914220256.76,488418009311.479,447868346444.14,511146394430.982,877084115840.081,4565523759520.66,315087299445.459,280872717711.679,615326561795.682,438515434432.979,1602550154148.77,100.901596392
"33","2011q04",16644.1,4466.4,3241.4,4453.6,259.5,5682905509305.8,497825859760.32,617263810795.46,412503494050.1,563175622556.95,964071089437.85,7259442090466.57,496605152302.1,608751690130.74,1273710803016.57,819279606675.36,1894987199326.4,119,1.01305608,5559540652819.97,487019025889.213,603864210659.933,403548843253.942,550950172082.841,943142975923.401,7101853682531.38,485824817622.322,595536871625.398,1246061011873.41,801494635425.394,1853850702598.7,102.218975706622
"34","2012q01",14114.6,4137.8,2780.5,1730.1,99.4,5103488445023.15,568810304524.96,457733276839.26,464843463600.78,612663726349.31,812961373970.62,4583632615434.11,272127074937.32,560694130925.51,446407504526.96,553092121790.67,1589785656201.8,106.22,1.01507412,4918558665657.5,548198919733.976,441146874262.656,447999416614.235,590463270923.648,783502941931.297,4417540308692.03,262266290403.428,540376843438.597,430231502130.041,533050300367.252,1532178254165.5,103.7598368127
"35","2012q02",15130.7,4203.1,3233.4,2730.5,155.4,5997980976470.63,728872044341.21,548668576744.36,513720036990.26,634525505380.67,1013292994371.51,5377602218693.74,348924920489.07,405729834626.43,708753658113.55,711373330994.32,1823279200789.02,106.22,1.017087135,5683523276188.72,690659281119.314,519903387335.323,486787103715.812,601259072563.534,960168820425.009,5095669276032.7,330631743418.575,384458531627.49,671595646730.873,674077977343.835,1727689670461.88,105.532795151897
"36","2012q03",16279.8,4192,3588.1,3225,178.8,5583768858828.35,433891407278.31,559806736354.49,459821012651.87,590766680599.29,950569603064.77,5138599114559.34,324970588841.9,250364481029.4,758208393949.79,516530116562.56,1832873943834.91,110.56,1.019090072,5191913168192.8,403441934644.597,520520823767.011,427551861647.07,549308072357.53,883860876804.16,4777984383569.68,302164921604.162,232794493964.253,704999122332.626,480281254785.328,1704247185946.51,107.547423809708
"37","2012q04",16961.3,4561.7,3571.5,4900.5,267.7,6403445401619.14,624128802357.26,695273919588.57,448061610385.38,621441866972.48,1090176179016.28,7725931638719,490237526856.7,597217827465.14,1357601617963.98,777537721110.67,2140054026733.5,110.226666666667,1.013055075,5877337666047.29,572850315492.935,638150142544.353,411248822198.426,570384138996.886,1000607191550.31,7091168297315.07,449959561016.356,548150349077.43,1246060928813.24,713655141636.845,1964226966863.28,108.9514634936
"38","2013q01",14291.9,4163.9,2995.4,1905.4,102,5401558817064.8,548454417977.08,506829873181.41,495265615000.13,632246954052.53,934018681680.42,5110682028125.21,278594619588.98,687433584254.47,513111720316.7,642905387497.27,1769190556194.95,111.816666666667,1.01910818,4864808549332.81,493954769698.149,456466435637.187,446051312156.674,569420882291.853,841205700384.204,4602836045179.88,250910807986.178,619123643940.416,462124058683.485,579020192398.531,1593386952667.3,111.0333276693
