"","X","Brent","M2","USD_RUR","Construction_real_index","Construction_nominal_value","IPC","ICP_prom","Index_prom_O2","Index_dobycha_O2","Index_obrab_O2","Index_energy_O2","Index_water_O2","Index_prom_O1","Index_dobycha_O1","Index_obrab_O1","Index_energy_water_O1","Index_roznica","Roznica_current","Pay_service_to_prev_y","Pay_service_to_prev_period","Opt_current","Budget_in","Tax_pi","Tax_ndfl","Tax_nds","Tax_ndpi","Insurance","Budget_out","Out_general","Out_defense","Out_economy","Out_educ","Out_soc","Budget_in_r","Tax_pi_r","Tax_ndfl_r","Tax_nds_r","Tax_ndpi_r","Insurance_r","Budget_out_r","Out_general_r","Out_defense_r","Out_economy_r","Out_educ_r","Out_soc_r","INDEXDefl"
"83","2010m7",75.2036226944059,17180.9698396293,30.5312403584241,388.314990179771,359.916845086321,100.511369864989,100.7,NA,NA,NA,NA,NA,137.313501673749,133.012634379345,167.127209840974,77.282237799619,267.661705898043,1375.13419717335,101.05724961114,100.532468969542,2628.73524232505,1267254709952.12,146122229543.988,146215348088.861,108093540718.3,114766311727.506,186867485217.978,1436774786938.11,111558032969.173,104721705503.694,180037997132.159,158131628604.673,493658399532.853,1354883414184.22,155892057713.299,155004570597.18,109170271860.338,117020871513.328,197027004710.624,1495696176191.78,119172138020,110464699579.752,198587172721.477,162484162286.348,517800326949.622,95.6210470578388
"84","2010m8",71.9426993796693,17628.8613024141,30.5448958945171,398.273962403195,372.88329369366,101.123280373985,103.3,NA,NA,NA,NA,NA,138.139124915914,132.243148496514,169.741728549683,77.6742677456509,266.866568851712,1387.30334620333,100.980108032609,100.090192398778,2676.34607160205,1302357244180.24,143790808529.937,150818550578.319,113703097100.375,113761880809.954,191602101621.547,1432111483548.55,123211076329.022,105189398585.174,182197921835.599,158296310296.626,492260950184.426,1295942266085.34,158696526876.447,155469472102.227,116182943309.667,114157399887.971,202407245052.718,1482200195395.04,127526172900,109247302847.254,195501417038.623,162688613301.709,517529806903.59,96.2818350314357
"85","2010m9",82.7677243798448,17916.8726832117,30.7873761552206,401.824253327546,378.925917926348,101.0713027453,98.7,NA,NA,NA,NA,NA,139.492216135107,133.335403208369,171.916455620277,77.5687159351685,265.641557185439,1396.30486903597,102.435348671975,100.777573338634,2713.72128956625,1324312760569.2,166461053711.671,151875286808.452,124421734761.442,108633181870.847,192160759393.487,1446463060528.19,120911899228.728,105983435900.779,192714548618.553,159329027849.442,475107212346.305,1338567694069.37,165892731230.212,155835122695.016,116576852414.152,114009210130.262,201665281753.334,1481411020548.02,127740420330,105690458632.15,204071874814.03,162983862725.88,491060367972.009,97.1442182717615
"86","2010m10",84.2096251769275,18333.2091848791,31.1545134548379,390.696162797829,369.700314203113,100.585950060333,102.2,NA,NA,NA,NA,NA,141.68510695838,134.664036712144,175.141984869072,78.4489674460597,267.834184990013,1415.5475785185,103.125744686016,100.59333502512,2756.52880781554,1327078534309.37,141515909958.413,153683533520.39,122007880653.77,115591904727.109,196134845341.159,1489244492674.4,123205718703.33,108577677044.106,198834191911.576,159097059338.979,514759151137.612,1328849528944.89,164326408098.33,156348564910.794,125996529215.155,121262204507.764,206270574010.796,1518527726928.51,120661264482,113767308982.858,207650194150.609,163100254067.712,528765708186.363,97.9869696996384
"87","2010m11",88.5327761442562,18667.1665751699,30.3724275826937,395.494988203332,376.203514366,100.816813798588,104.4,NA,NA,NA,NA,NA,140.958870958947,133.720242295959,175.932128648019,77.3056607098948,270.241972446546,1440.11344622631,103.027357949381,100.273171075841,2811.40231613975,1392515759499.95,154680064465.418,154388122939.89,123371807952.405,128414267190.915,197373292581.555,1477704606341.28,118224525884.783,108897696739.923,194246758538.439,161755911856.878,508464946664.874,1402564007174.39,162284698441.914,156611990348.901,132016517905.688,130690352706.711,204888593501.156,1504783755748.85,124953639550,106715485039.757,195425714478.306,164063708804.304,519922507278.788,98.6040791263423
"88","2010m12",98.6255329634962,18892.4290894918,29.5571127281725,401.134018860202,386.310718776081,101.04941735502,101,NA,NA,NA,NA,NA,142.036280788646,134.04249560614,176.595523689397,78.7108891707459,270.558050446222,1457.25971825626,101.972757335033,100.335518227109,2826.91277188546,1322333637793.54,167030436320.339,154399913016.973,125007919569.009,137738021777.736,195293159768.414,1489299608011.21,113500052764.583,110102903876.138,184562759374.619,170389291178.399,505680117010.324,1318856707437.51,170226468097.118,156791906461.325,116709735542.294,140941677234.165,204067824070.292,1504341385820.5,115431353715,122150855731.096,174720225889.65,165092133751.98,506785795357.837,99.3781966023299
"89","2011m1",104.844369011151,19143.0760231283,28.8745188723784,395.026074025252,381.41753567119,101.491513782589,102.2,NA,NA,NA,NA,NA,143.460920830535,134.324564145977,179.32257244052,77.296393574733,273.970017875285,1495.92566671798,104.074278143319,100.570527893727,2939.86437460581,1408930363252.3,179100533081.509,158531617831.467,125747284804.069,151920685918.518,271684032389.033,1501466823209.08,108929636640.833,114213887686.339,205730156225.418,161321869291.78,516101729323.091,1468107302033.04,175901580208.278,157856905618.131,132803522025.967,149089898395.134,215539268799.365,1500629619602.25,104755738354,111151445424.775,203454107681.006,165728855324.911,517578843310.11,100.290057391903
"90","2011m2",112.78354920457,19454.8337085776,28.6213884552311,401.667668187004,396.070573938587,100.575845919754,103.4,NA,NA,NA,NA,NA,142.735405716657,134.397265042081,178.041721135133,78.2726678606347,273.987559654548,1510.05097892595,103.516071428571,100.047156445623,2962.22482889101,1617522629971.14,167832199397.537,156998431453.957,131456258275.034,142851016084.228,281814407493.97,1527690284492.14,108243053707.125,115697094372.044,212963887088.74,169805663544.632,510674595032.981,1590379973060.99,176014552847.01,157775957150.866,130755302004.979,141196349120.157,284675748477.681,1513659546654.33,101493828907,116264065651.629,209231671645.469,169587309053.237,510543173888.854,100.604399755243
"91","2011m3",116.838640196947,19739.4823963961,29.0416946225737,408.378924405463,401.301353090546,100.526305800626,101.4,NA,NA,NA,NA,NA,142.970226618196,135.350040097705,177.948330997987,77.7346952162233,274.990310372366,1523.08387296995,102.390243336896,100.602983910864,3034.69648244143,1679511887377.25,205083934274.763,160191107534.652,128142844554.383,160061730686.095,288191695893.784,1556372453002.92,105660259643.234,112123049850.324,210264821259.144,170783689859.412,551903342560.977,1673461291511.92,189563186476.549,158941460991.804,122608231284.136,159274403487.937,291018011662.821,1543769671403.57,106679721305,94642411788.6732,200763556383.738,172102675295.48,554811702470.421,101.002777696214
"92","2011m4",123.197375359254,20008.5710427591,27.9802842879936,402.261253817478,399.596711066526,100.504047703992,102,NA,NA,NA,NA,NA,144.735200535492,135.038452012726,181.385713116397,78.5419360267874,277.930595011875,1545.40802602028,104.292697206943,100.774636916937,3085.96007263679,1740748634112.66,214012460884.154,162537726438.308,147649313562.928,170183556043.893,286007976444.58,1564933405581.07,110188239772.681,117260938133.23,218887802467.811,171442572163.367,512317396578.003,1738004610112.53,192689321501.901,159832443840.531,156443513673.902,167916016549.586,286273822940.571,1543603892422.34,106748280897,119415434964.891,219492223478.906,173600263555.059,486923135029.098,101.409778558301
"93","2011m5",114.783510694019,20163.6982583316,28.4398092650068,401.495641264565,400.714227145199,100.544164313722,101.1,NA,NA,NA,NA,NA,145.113110329901,135.986976995318,181.827436037459,77.9355835885503,280.223942664356,1564.9885673932,103.569341571906,100.284718729618,3159.47810505754,1765786740206.47,215337650344.323,162420402376.364,146426046696.662,181379064351.684,291724987381.445,1596936193779.68,114225474015.213,121605522401.078,221631086158.814,176846357016.589,541002817281.278,1717523070349.85,197048273177.372,160424155354.094,144132948881.694,176485504277.099,290399166363.528,1572228035946.15,110638961769,117046762079.94,220486397393.656,177431347546.706,533784947824.845,101.936600840252
"94","2011m6",108.700143697366,20599.1683747093,28.5667519635001,409.794675419109,413.465874005677,100.330562055325,97.7,NA,NA,NA,NA,NA,146.107181789099,135.861887636406,183.970845423151,78.2521668787871,281.607703307613,1576.48956074678,103.63811206147,100.126006081822,3232.28580291334,1819502937820.81,201186035065.407,165404235696.754,159246802519.001,165263525093.494,294107232142.014,1623227308571.03,117566702727.177,124842210946.527,217176823109.228,184726259174.126,533107716741.938,1792917651273.98,192743223263.089,161790493888.088,146833659224.471,164818775964.798,291950153804.588,1587077692595.65,120160586148,122609674274.227,211113441961.866,182199741225.164,521697461486.44,102.178574387731
"95","2011m7",114.485394849763,20975.0739866027,27.9807848435165,414.432701801932,421.28453040323,100.069785166053,98.2,NA,NA,NA,NA,NA,145.657364431599,136.191613344074,182.635394500745,78.5380615192145,284.197187059733,1592.23848256788,102.015780702115,100.209974431884,3219.95864453939,1781983649353.11,181743525586.797,165639481956.586,153513574248.904,165039706463.588,293269349731.211,1644075118335.67,113337438945.485,127633411804.603,224515508048.379,184452656744.642,534861929612.724,1737521932376.53,192770698467.36,162244557927.243,144754030114.261,161776704302.594,290434420968.447,1600492069781.81,104194688322,126660159312.608,218830444148.89,184221660221.836,521470099598.254,102.205607795604
"96","2011m8",112.012087051258,21313.3313655358,28.7852283170729,412.330006975857,424.623986382104,100.309020797822,103.3,NA,NA,NA,NA,NA,145.546484733211,135.814743535721,182.728012797336,78.654905463149,288.085742206372,1615.92184946518,102.697242391709,100.541739533303,3308.04803403919,1745826299269.91,188127033155.872,168576312654.154,159283852892.77,172734932844.881,297959059837.077,1670253785999.21,109444889471.497,129767339216.978,233206129502.703,188536929444.87,541606942583.317,1699226172798.45,194268458329.892,163773919925.644,150450713041.842,164786618306.256,292870247541.296,1632609058788.35,108069984453,128142852106.896,228444910297.388,187877909196.566,533046633887.218,102.398578893905
"97","2011m9",102.807567891012,21807.926984533,32.3151142988182,418.29764122095,434.570313254128,100.245691258121,100.5,NA,NA,NA,NA,NA,146.067097578573,135.564328925941,184.032941931069,78.6970749240273,290.164004730247,1627.45213921652,102.209696491726,99.6895998675975,3352.22967054222,1865093339347.9,192183862618.958,169871679588.89,145026710828.041,168632343379.583,299446787314.232,1711775049480.89,117073189399.177,130336988935.911,233891841103.858,190260343699.927,571688066679.225,1772892096961.1,197170004609.666,165026293460.515,145444562935.608,162774256806.583,294552679618.9,1671710836407.36,119382772868,123452587715.593,225834875420.833,190634504679.632,552355445909.605,102.630180078145
"98","2011m10",110.13950294746,22012.5075297882,30.2642139901331,423.002870612008,444.182373116989,100.561328707078,100.9,NA,NA,NA,NA,NA,146.49622269122,135.368007700692,185.212299814779,78.1595914135686,292.168672506624,1646.12465149111,102.571762096976,100.283567383467,3444.94439929813,1789323423300.98,180125186982.437,171373519154.582,144636160477.043,187726080325.033,298039307500.624,1709320671088.31,108812391462.829,129699468749.434,238419675455.955,196265351162.567,559184114773.49,1742920260313.54,198963431805.491,165980141064.532,133548731584.701,181867045321.49,288559777076.048,1647330129233.72,100339955009,126599200487.139,228856802342.217,194455210588.541,542524095864.359,103.137066804638
"99","2011m11",113.452309490094,22445.5638110666,30.3393169691407,422.010550557725,443.847622223061,100.402200953411,101,NA,NA,NA,NA,NA,146.384285450958,135.960716521869,183.612456905172,82.7803406034206,292.570802992396,1655.38998205886,102.717942617591,100.349183060962,3441.99827753924,1753812913267.97,170292064552.515,172839885252.187,139935815522.892,184087115402.273,302558508049.118,1761950540268.5,122007225773.542,130292369605.315,255243986188.739,199785801214.744,561961570449.727,1711280177191.87,147792989779.377,167165187799.48,134166867946.178,184251367174.409,294345058976.042,1700118734657.61,118030838901,115146987206.727,249155327843.015,197604091018.858,547807752388.484,103.629772795361
"100","2011m12",111.255304959743,23150.5840830594,31.2141037964036,425.814237355815,451.095970223031,100.355988111804,100.2,NA,NA,NA,NA,NA,147.842442433249,135.778169998595,188.574437097635,76.5464415148611,294.602846455328,1676.12998191142,102.460822522405,100.074240936372,3582.7791578245,1785254538594.5,160580480372.062,177391381515.37,147740251058.593,193343947740.118,304947700162.712,2132206428891.18,133640117548.623,134602759720.281,264107570552.998,277756792275.767,569141076898.431,1706873563166.27,145906026240.23,169113731374.592,164968261918.241,184910761498.37,294818989091.466,2101727861193.44,136222335552,194573868993.13,261554436126.188,201360764640.979,547280686205.646,104.027003031403
"101","2012m1",115.444008926974,23386.9575346094,29.4870542014568,421.228725796468,448.926861395682,99.7551681990147,99.8,NA,NA,NA,NA,NA,149.061263990775,136.528568734903,189.837206010278,77.9656072434886,294.89704756806,1679.70165013682,103.270583855834,99.9748818820602,3446.08334217468,1833993218735.81,170246268870.568,175855377494.821,135167274540.352,196103789425.929,310127407380.749,1821210414393.95,116284651548.939,233439071575.182,252978408676.209,206588354855.431,577998133588.487,1772038178215.83,153481597903.138,169318371759.965,132453642293.227,186085709968.275,288732916990.63,1723440970581.45,108987661369,204859093019.37,239970647211.292,202788487716.644,552925662419.009,104.323806053432
"102","2012m2",123.722596638894,23616.7559453658,28.6204227846143,421.776699368989,442.713810159514,100.228658120496,101.1,NA,NA,NA,NA,NA,149.591346303252,136.075156688775,189.473697756806,84.3453685985367,297.64961606902,1703.58475835195,103.91188996607,100.234944484688,3440.01612686124,1839367221090.3,170142128921.626,180536492383.285,142173080898.658,215834036578.949,310205112438.675,1815158443634.62,113508518224.166,276510411441.727,252043758452.656,205623149403.655,590156920970.806,1712493773050.86,153344649640.531,171125308263.234,133704220721.82,204356177860.583,297540661850.108,1752198330776.7,113042026114,236710207564.307,236105184852.916,203684026458.054,561609904547.019,104.492266616083
"103","2012m3",122.468636322733,23855.6939202818,29.9383439927896,420.484634121164,454.4079904786,100.530167269549,102.2,NA,NA,NA,NA,NA,149.141833227295,135.778957637239,190.224345111372,78.8498786424202,297.141191399357,1707.98484417841,104.866947513147,100.229631659003,3484.40993805337,1871691596995.51,179706918304.867,181283648340.005,152523081562.776,217389109335.814,306653692033.12,1833781752432.9,122835300703.921,134682633121.334,271281872329.371,207492953693.827,589272431321.438,1798754641127.28,157486526638.52,171884104970.647,162570143697.445,205865631236.387,290733644374.713,1746302340727.02,120515142914,119842760582.28,260230036807.593,204335691496.667,561753934254.863,104.992772587097
"104","2012m4",116.637608792627,24067.7006638906,29.8836712430521,427.486971289323,465.409748634216,100.395346157007,100.7,NA,NA,NA,NA,NA,148.796943271143,135.785369915359,190.1862136763,76.8594834747611,298.899773121714,1724.00939560072,103.419508696163,100.316861919453,3471.57022025147,1874724898347.04,123622038750.964,180726520977.155,171891884607.603,224131703409.521,312270085309.617,1849128680280.15,121171782824.339,138889755865.424,270324023852.946,211311506590.051,584431215929.215,1737840887283.88,146062603037.359,172414557959.23,160474248016.457,212603406270.806,295241890503.708,1749667051131.94,110765160836,138257049889.794,255955785144.372,206884073101.147,550892948095.437,105.350834511231
"105","2012m5",99.7244143369232,24314.0532452861,32.9074177064289,431.428150499314,471.828903809456,100.525752338562,97.6,NA,NA,NA,NA,NA,149.851853206042,135.857464270528,191.876154413645,78.6003028081262,302.226380756138,1752.96366221864,103.489065460511,100.381493714011,3535.43689128722,2059342397594.94,417016251926.044,186253622234.321,167647823497.243,209949786469.806,317072150733.193,1892147715351.58,123070010297.457,138566026353.663,272266550953.111,216111011209.312,625402212521.858,2009727731904.89,397724721749.993,174220843335.31,147571798059.743,197758581832.177,299020758363.723,1788872983365.25,120590849225,133602187389.567,255948945919.078,208454209264.165,592500994287.681,105.844320063745
"106","2012m6",94.4713044905048,24530.7495272154,33.450067868651,427.290026847615,468.588285516588,101.007466832837,99.2,NA,NA,NA,NA,NA,149.117082049812,136.107897099298,189.661235147698,78.7576314121176,303.792806171524,1777.67446764672,103.691586560217,100.440512270966,3543.61001697306,1903725784475.09,185604405857.599,186483889968.413,166509027279.358,193866857986.394,318240648594.471,1877779987883.04,123228292411.402,135769624914.238,281351860050.797,212096610093.617,607952257479.007,1796706080043.89,162874992667.954,174735109379.189,158077198113.306,184300848433.981,297874434213.627,1769435467569.98,117145842507,120962158686.8,266594342790.677,206947391824.477,564351671950.503,106.780502249765
"107","2012m7",101.567111707921,24692.5728236649,32.5188966882654,420.628115105777,465.739008352145,101.200630608121,98.9,NA,NA,NA,NA,NA,150.351386482142,137.324473300604,191.416472323474,78.8243848188285,302.259460914179,1786.12110982983,103.071412045118,99.7935325125137,3643.0442642466,1952896745828.98,174765700891.38,190785503213.26,158404627451.751,179728880837.119,324348298685.953,1894996052675.17,121593494967.149,137036399391.572,270801966681.021,216108947874.757,617931441188.276,1764955060321.26,164373995062.553,176112862820.885,148351562700.813,164439477687.236,300716089216.539,1771510548113.76,111501532694,131478225316.597,250140985604.626,208464338635.017,575662080660.32,107.909658275443
"108","2012m8",112.441163863459,24854.0418222515,32.2419082560778,432.737124353435,481.545350020461,100.58661040041,105.1,NA,NA,NA,NA,NA,151.483191890423,136.872468493063,194.18911891991,78.7731096938086,303.065558819253,1804.29985229351,102.173096740406,99.7537137730052,3643.17703341893,1932089302370.63,179572752337.129,189640502796.005,166362351941.826,194448218039.689,326411950570.729,1908238173986.02,122804781591.164,134604759078.983,277695041673.386,215991789947.326,635399503892.179,1717031346561.87,163808351249.654,176202339375.748,135746678888.604,175552939756.906,303271800988.665,1774546699075.26,115647140671,117593591206.434,257307149713.629,208304541890.012,581919886352.698,108.456131135297
"109","2012m9",112.796597482692,25082.7841602148,31.3722156745878,430.395322245747,484.590054840495,100.819800666426,104.8,NA,NA,NA,NA,NA,150.183845712955,136.21819564326,192.223321054041,78.4619035355678,305.600360100766,1830.56466725529,103.59197955358,100.947543338931,3689.96009478787,1849925882944.43,155905926339.323,191942728065.267,152730945322.553,206740082632.432,325875429051.241,1910162904476.83,116679476318.202,135726659717.263,277789919939.537,221079713637.485,617766039657.819,1746834460574.06,160582921512.933,176607859978.441,150790654763.964,190603264752.736,297883014598.673,1756462972027.78,98381025902,117451404396.523,255681871009.909,209464606840.603,568295103411.467,109.298921122845
"110","2012m10",109.348901589628,25546.4016516873,31.9240499628939,425.829035004614,477.628549699311,100.541933645351,98.4,NA,NA,NA,NA,NA,150.057637878179,136.278474423549,192.430828403147,77.8344799107579,306.265905384255,1842.8636213826,103.390473536109,100.261660081469,3658.31852128127,1944714935268.21,199573478213.662,194395771339.206,161746774463.26,210441749673.039,336530773988.266,1942690984265.26,127632385602.273,141031229888.965,273458799279.838,221186671023.954,639365452196.927,1750288916159.03,167786428967.611,177455342472.741,148053193217.195,192361095903.469,307888398527.202,1797315254253.01,120407658707,132958232143.735,248997974449.332,209572135383.354,584169130534.84,109.83539525065
"111","2012m11",114.251750967377,25742.2241921223,30.0489826628927,425.569403459172,479.01833686626,100.286298209715,98.8,NA,NA,NA,NA,NA,149.987556310764,136.283833408349,191.859861977063,79.8762451754006,306.95203278539,1852.31903232074,103.809848295902,100.777880985758,3596.59220766962,1968582680667.47,193634678156.409,196263652379.9,149068690895.004,205335149287.91,336252890246.464,1929228742512.18,116849341603.987,142769997562.755,267181849895.667,223767417715.29,631085505220.97,1709987095098.95,162050197700.537,178194675319.273,121381904236.831,188457470512.983,305614436110.337,1768305622693.99,108695507203,132236735353.698,238379063592.706,209972133351.559,566255417018.829,110.213890636322
"112","2012m12",115.1449510553,26056.7488413083,29.4340290785373,424.705413871683,484.524341957775,100.453249614175,98.9,NA,NA,NA,NA,NA,151.516770678705,136.435012734021,193.149801341761,81.5868741809443,308.007869640145,1875.68996585032,103.272936251936,100.771648443182,3610.34294770516,2087728527748.33,200353381731.828,196191757820.438,159124297332.12,210564668906.477,341036100400.824,1965437889231.92,115086971215.512,74941554601.4902,289396402771.12,219263077279.384,659526611070.777,1899941553426.1,166949536089.839,178201774385.673,160741810994.568,190147550866.862,306695884990.718,1792574684043.14,97142211245,119480481233.619,266317658034.623,135292087118.206,600605743450.808,110.759265782202
"113","2013m1",118.843984938684,26552.5963734378,29.1000767897722,436.076433484775,499.177547119078,100.3579411017,99.6,NA,NA,NA,NA,NA,149.45984937635,136.807925580914,190.421611963757,78.9584703646749,307.82969062784,1887.51465780335,105.486923867085,100.082713424122,3704.29339407225,1915541164760.35,174405638755.573,199880997804.641,148144033460.47,211221641432.167,348483361309.063,2236260338761.03,129009230301.605,321402931244.826,280779914459.571,232613517881.717,657517497409.325,1761605385236.51,155644168215.856,179252309136.484,132620816856.207,188825887068.812,313124431072.07,1837644703724.43,121715706543,291876925698.892,254137979288.964,211684095809.641,587016316625.359,111.615395662486
"114","2013m2",111.682572254737,26966.7773399837,30.246649199799,430.684477983517,496.480937023017,100.456043244444,100.8,NA,NA,NA,NA,NA,149.21120155732,137.349816667727,190.504738671674,77.5148918653755,307.154505251698,1891.1066271812,104.020535714286,100.247489750909,3731.42634743672,1974451783340.62,184596530830.784,200227860603.315,144791241727.421,221390701686.943,349388884303.949,1991935544089.41,117462965728.357,248125152958.69,278328930391.496,227780761312.66,648544321340.671,1797145122674.8,157331250431.42,179421983818.241,122572680084.472,197383474510.829,311090407323.7,1746243616519.13,101466700995,149873283551.43,250579630399.678,209906105826.941,578994692358.897,112.136358480277
"115","2013m3",109.559581717573,27315.8959527193,31.6974443648471,431.695058666614,499.684598231068,100.232050702241,100.5,NA,NA,NA,NA,NA,149.96517989648,137.117722043591,190.411898920643,78.99124643921,310.083189735697,1912.63320517972,101.713063251961,100.340905838591,3718.38636123323,2038253900203.19,160633975189.483,202010969897.384,147960246910.363,207369633127.481,354773557092.016,2003176290167.13,122919062527.241,148861832891.523,269541351954.443,239878110216,658050612387.811,1762710458218.09,154685193961.792,179975946603.833,152010278806.066,187624589580.953,316445714473.701,1796236578832.17,103128891387,145386381072.237,237241510766.133,213045012701.824,600200931813.129,112.375220801359
"116","2013m4",98.9082243864078,27675.1012165938,31.8230655021495,424.860787348937,490.970966392137,100.583069776043,98.8,NA,NA,NA,NA,NA,150.255376457778,138.043104971566,191.070618629782,79.6203327603225,312.271494541714,1936.08397914164,101.445363969352,100.195937115201,3769.6458801388,1954106027201.19,169981191100.121,206254389576.425,146863470860.073,211881922533.038,361844163467.249,2015222413407.59,127980125787.407,145984086277.175,268220504824.52,233151447874.781,703831772660.982,1789318150085.83,152658038628.681,180847082233.042,116975727100.564,184928456338.917,319082261268.284,1807444591050.14,117926633605,126336014179.598,235159739254.046,210470051005.632,624594437647.637,112.968632182382
"117","2013m5",98.254376063481,27964.3897955021,32.0769214831418,430.61503148412,500.908195405705,100.717702184697,99,NA,NA,NA,NA,NA,149.68876292897,137.966638858009,189.875267828295,78.130262195279,313.012045666099,1950.76829135346,101.071230010853,100.189441738993,3723.76191811046,1862367211645.26,143879617159.026,203907619057.199,165996320800.22,201711546277.425,362105746514.605,1986082771167.29,125553755118.635,147700844356.038,268638502287.147,230242519530.576,636233130934.504,1589227889388.99,145166692181.668,180389141174.571,132001476766.302,175424308408.797,319716420279.954,1767553270561.31,111224669779,129901591716.971,234590700033.542,209264441644.717,551563297319.301,113.70028305322
"118","2013m6",98.4009999669971,28325.719320545,33.4179972524703,421.574152234031,492.691790100974,100.522709508969,100.4,NA,NA,NA,NA,NA,152.574910223033,138.355905997456,195.523925048821,78.0330857001963,315.628161213975,1975.4209607843,100.764907986815,100.381343591115,3782.73793979992,1973155289274.26,161157468953.685,207296528257.626,158913102754.525,199950637822.897,364507939261.989,2040775375656.09,123936093956.626,151967725208.572,267635059365.437,238503718162.149,677514313473.629,1762390141994.38,149667800859.653,180949668691.848,156618936491.249,180631878148.834,318321152828.068,1800734406521.46,102437315662,141046162587.911,231587734434.839,211366232742.71,594065563635.782,114.214665451609
"119","2013m7",104.648129145826,28799.2990241313,33.2154582648767,431.833528464529,505.301449238211,100.783689580283,102,NA,NA,NA,NA,NA,151.103673264017,137.817837506052,193.333725943042,77.4150089998838,315.494864886099,1982.25294955042,101.40981312354,100.345590499639,3724.10853932798,1972044733528.55,162442893100.084,206958471858.36,164293034837.704,190269362993.498,370351770121.135,2042560571981.24,131955905084.128,152033165360.802,283235890504.934,239278741774.642,677985586953.447,1711062410143.01,146044395981.48,180733345749.057,128252482914.748,165491120873.416,322332466403.82,1805752640580.66,118492534200,130507360741.547,250251093774.133,210902545864.356,589020775009.721,114.981153109134
"120","2013m8",111.970469369388,29016.2064403394,33.2464033068812,420.216755322343,492.172310752207,100.57633817318,102.8,NA,NA,NA,NA,NA,151.981606414864,138.131125736566,194.817262453987,77.2440223033585,315.314152587245,1989.33935734661,104.165161057514,100.379544464436,3729.16231880674,1993064692235.14,161164092825.771,210438251196.254,144196495192.043,223805751262.097,371153209796.602,2051906470384.36,126235345481.642,154736370462.636,275919693168.988,243192110106.211,669731200298.626,1708860649876.05,146148623083.27,181419627362.136,125105551380.672,187138492469.506,319708652262.518,1800943928080.06,111413387934,141034231190.159,238316514217.231,211351884098.002,574877418446.325,115.585403157112
"121","2013m9",108.855708279328,29094.1530943578,32.8575706140239,419.970964253401,493.293751842878,100.405283137987,101.4,NA,NA,NA,NA,NA,151.091168525515,137.760332123291,192.926238774071,77.9580999212392,315.789248349658,2000.53819712315,103.019819773666,100.09751488887,3775.14796321945,2135750780122.6,180128468579.846,211762388928.646,163894251095.29,228106690492.289,380724612263.357,2070857292376.2,134206362984.932,154594068397.467,275136608626.358,244208908038.37,708572554220.12,1843116035705.91,157767586020.893,181824167097.945,142921371758.9,195727182007.387,328257223984.143,1809243640082.79,111692781370,134695806346.133,235896162729.943,211310323020.433,606107427931.94,116.010840752182
"122","2013m10",109.848345927045,29490.7124034137,32.4747385795927,423.695403559546,500.428946437909,100.62643616756,98.8,NA,NA,NA,NA,NA,150.77290523731,137.89853732465,192.482003073484,77.5387921653562,316.894802159489,2018.22458748366,102.490136257224,100.407127079662,3758.42874285141,2078801883123.06,204831340251.505,211266298210.892,156460079812.494,224981135111.307,378017289123.387,2065950728207.49,129102037465.776,156364048316.562,282743576075.957,243290666066.422,663680164212.195,1767290775001.16,160521528969.901,181577288774.879,130468925005.676,193957425831.285,323602588966.64,1797453332465.57,114465084490,135286710948.401,244148299193.147,210365154403.179,569412606895.776,116.690904658663
"123","2013m11",113.191636239438,29945.0928719283,32.0585334023787,424.271245320788,500.76892620874,100.548783939433,98.5,NA,NA,NA,NA,NA,153.824612326686,137.968724546414,200.292474914652,75.367836727977,319.37418281381,2041.25770745251,101.086773757739,99.7842353696494,3857.30085482016,2096619059811.05,185474638224.684,214484037837.701,176802906912.639,222374455907.559,385524713165.63,2110188907397.13,131384455982.562,159186016607.001,288330152541.536,244867768693.106,713683100848.738,1799399519601.67,153883116380.212,182041833713.142,161581936988.882,193768747733.209,328336809181.098,1828860588127.3,110736382300,143767239294.238,248796955705.23,209939916197.634,600437256606.077,117.315833418725
"124","2013m12",114.935199170455,29981.2004848271,31.7005552532737,418.028429695806,495.221801829621,100.441773351246,101,NA,NA,NA,NA,NA,150.370571562747,137.954248167132,193.112032224907,75.3249859719001,317.482433678091,2052.08471820222,99.6854912629598,99.8694752388508,3791.67162639635,2047811078214.79,183768463051.702,215927670376.363,163296091770.699,231184086354.941,390500699700.358,2100111627531.72,130458273443.999,160067638989.425,267642037275.975,252775950838.543,944372581697.162,1685915679479.74,156841694887.778,181967964537.185,137172428718.484,196620558748.493,332903655507.681,1779820063401.48,106158864604,148257524993.762,223862196086.118,209436448740.547,813856022793.417,117.866304652343
"125","2014m1",110.074751180743,29972.268256771,34.0527516106275,421.62038042396,493.947347690047,100.034255255603,100.4,111.851573838856,100.912909313014,125.794454236396,75.0473871644665,107.628299945437,150.30838329603,138.030610784586,192.728518126435,76.5414548814465,315.436983171234,2061.34721751238,101.972757335033,100.94074708704,3755.5027692018,2142770896798.79,189206042967.729,216343499508.866,168113359956.909,245298160354.465,387311898397.981,2097735818857.67,132754287940.981,164104224406.375,278385402076.973,246076998189.28,497116291240.496,1805781382824.12,158993829079.943,181642419295.951,131348987512.677,206315739744.94,328200405613.769,1772847465813.58,115065118126,147770967212.348,232345496286.284,209068866605.443,394300398228.396,118.334585850717
